generated_id,manual_id,question,answer,manual_tags,answer_plain,answer_html,source_short_name,source_full_name,source_questions_url,source_logo_url
UN_q_11,11,Should I worry about COVID-19?,"Illness due to COVID-19 infection is generally mild, especially for children and young adults. However, it can cause serious illness: about 1 in every 5 people who catch it need hospital care. It is therefore quite normal for people to worry about how the COVID-19 outbreak will affect them and their loved ones.<br>We can channel our concerns into actions to protect ourselves, our loved ones and our communities. First and foremost, among these actions is regular and thorough hand-washing and good respiratory hygiene. Secondly, keep informed and follow the advice of the local health authorities including any restrictions put in place on travel, movement and gatherings.","['covid19', 'worry', 'protect', 'travel']","Illness due to COVID-19 infection is generally mild, especially for children and young adults. However, it can cause serious illness: about 1 in every 5 people who catch it need hospital care. It is therefore quite normal for people to worry about how the COVID-19 outbreak will affect them and their loved ones. We can channel our concerns into actions to protect ourselves, our loved ones and our communities. First and foremost, among these actions is regular and thorough hand-washing and good respiratory hygiene. Secondly, keep informed and follow the advice of the local health authorities including any restrictions put in place on travel, movement and gatherings.","<p>Illness due to COVID-19 infection is generally mild, especially for children and young adults. However, it can cause serious illness: about 1 in every 5 people who catch it need hospital care. It is therefore quite normal for people to worry about how the COVID-19 outbreak will affect them and their loved ones.<br>We can channel our concerns into actions to protect ourselves, our loved ones and our communities. First and foremost, among these actions is regular and thorough hand-washing and good respiratory hygiene. Secondly, keep informed and follow the advice of the local health authorities including any restrictions put in place on travel, movement and gatherings.</p>",UN,United Nations,https://www.un.org/en/coronavirus/covid-19-faqs,https://www.un.org/sites/un2.un.org/themes/bootstrap_un2/favicon.ico
UN_q_12,12,Who is at risk of developing severe illness?,"While we are still learning about how COVID-2019 affects people, older persons and persons with pre-existing medical conditions (such as high blood pressure, heart disease, lung disease, cancer or diabetes) appear to develop serious illness more often than others.","['covid19', 'risk', 'illness', 'medical', 'high blood pressure', 'heart disease', 'lung disease', 'cancer', 'diabetes']","While we are still learning about how COVID-2019 affects people, older persons and persons with pre-existing medical conditions  such as high blood pressure, heart disease, lung disease, cancer or diabetes  appear to develop serious illness more often than others.","<p>While we are still learning about how COVID-2019 affects people, older persons and persons with pre-existing medical conditions (such as high blood pressure, heart disease, lung disease, cancer or diabetes) appear to develop serious illness more often than others.</p>",UN,United Nations,https://www.un.org/en/coronavirus/covid-19-faqs,https://www.un.org/sites/un2.un.org/themes/bootstrap_un2/favicon.ico
UN_q_13,13,Are antibiotics effective in preventing or treating COVID-19?,"No. Antibiotics do not work against viruses, they only work on bacterial infections. COVID-19 is caused by a virus, so antibiotics do not work. Antibiotics should not be used as a means of prevention or treatment of COVID-19. They should only be used as directed by a physician to treat a bacterial infection.","['covid19', 'Antibiotics', 'prevent', 'treatment', 'infection']","No. Antibiotics do not work against viruses, they only work on bacterial infections. COVID-19 is caused by a virus, so antibiotics do not work. Antibiotics should not be used as a means of prevention or treatment of COVID-19. They should only be used as directed by a physician to treat a bacterial infection.","<p>No. Antibiotics do not work against viruses, they only work on bacterial infections. COVID-19 is caused by a virus, so antibiotics do not work. Antibiotics should not be used as a means of prevention or treatment of COVID-19. They should only be used as directed by a physician to treat a bacterial infection.</p>",UN,United Nations,https://www.un.org/en/coronavirus/covid-19-faqs,https://www.un.org/sites/un2.un.org/themes/bootstrap_un2/favicon.ico
UN_q_14,14,Are there any medicines or therapies that can prevent or cure COVID-19?,"While some western, traditional or home remedies may provide comfort and alleviate symptoms of COVID-19, there is no evidence that current medicine can prevent or cure the disease. WHO does not recommend self-medication with any medicines, including antibiotics, as a prevention or cure for COVID-19. However, there are several ongoing clinical trials that include both western and traditional medicines.","['covid19', 'medicines', 'therapies', 'prevent', 'antibiotics']","While some western, traditional or home remedies may provide comfort and alleviate symptoms of COVID-19, there is no evidence that current medicine can prevent or cure the disease. WHO does not recommend self-medication with any medicines, including antibiotics, as a prevention or cure for COVID-19. However, there are several ongoing clinical trials that include both western and traditional medicines.","<p>While some western, traditional or home remedies may provide comfort and alleviate symptoms of COVID-19, there is no evidence that current medicine can prevent or cure the disease. WHO does not recommend self-medication with any medicines, including antibiotics, as a prevention or cure for COVID-19. However, there are several ongoing clinical trials that include both western and traditional medicines.</p>",UN,United Nations,https://www.un.org/en/coronavirus/covid-19-faqs,https://www.un.org/sites/un2.un.org/themes/bootstrap_un2/favicon.ico
UN_q_15,15,"Is there a vaccine, drug or treatment for COVID-19?","Not yet. To date, there is no vaccine and no specific antiviral medicine to prevent or treat COVID-2019. However, those affected should receive care to relieve symptoms. People with serious illness should be hospitalized. Most patients recover thanks to supportive care.<br>Possible vaccines and some specific drug treatments are under investigation. They are being tested through clinical trials. WHO is coordinating efforts to develop vaccines and medicines to prevent and treat COVID-19.<br>The most effective ways to protect yourself and others against COVID-19 are to frequently clean your hands, cover your cough with the bend of elbow or tissue, and maintain a distance of at least 1 meter (3 feet) from people who are coughing or sneezing. (See [Basic protective measures against the new coronavirus](https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/when-and-how-to-use-masks)).","['covid19', 'treatment', 'drug', 'vaccine', 'symptoms']","Not yet. To date, there is no vaccine and no specific antiviral medicine to prevent or treat COVID-2019. However, those affected should receive care to relieve symptoms. People with serious illness should be hospitalized. Most patients recover thanks to supportive care. Possible vaccines and some specific drug treatments are under investigation. They are being tested through clinical trials. WHO is coordinating efforts to develop vaccines and medicines to prevent and treat COVID-19. The most effective ways to protect yourself and others against COVID-19 are to frequently clean your hands, cover your cough with the bend of elbow or tissue, and maintain a distance of at least 1 meter  3 feet  from people who are coughing or sneezing.  See  Basic protective measures against the new coronavirus  https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/when-and-how-to-use-masks  .","<p>Not yet. To date, there is no vaccine and no specific antiviral medicine to prevent or treat COVID-2019. However, those affected should receive care to relieve symptoms. People with serious illness should be hospitalized. Most patients recover thanks to supportive care.<br>Possible vaccines and some specific drug treatments are under investigation. They are being tested through clinical trials. WHO is coordinating efforts to develop vaccines and medicines to prevent and treat COVID-19.<br>The most effective ways to protect yourself and others against COVID-19 are to frequently clean your hands, cover your cough with the bend of elbow or tissue, and maintain a distance of at least 1 meter (3 feet) from people who are coughing or sneezing. (See <a href=""https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/when-and-how-to-use-masks"">Basic protective measures against the new coronavirus</a>).</p>",UN,United Nations,https://www.un.org/en/coronavirus/covid-19-faqs,https://www.un.org/sites/un2.un.org/themes/bootstrap_un2/favicon.ico
UN_q_16,16,Should I wear a mask to protect myself from catching the COVID-19 virus?,"Only wear a mask if you are ill with COVID-19 symptoms (especially coughing) or looking after someone who may have COVID-19. Disposable face mask can only be used once. If you are not ill or looking after someone who is ill then you are wasting a mask. There is a world-wide shortage of masks, so WHO urges people to use masks wisely.<br>WHO advises rational use of medical masks to avoid unnecessary wastage of precious resources and mis-use of masks (see [Advice on the use of masks](https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/when-and-how-to-use-masks)).<br>The most effective ways to protect yourself and others against COVID-19 are to frequently clean your hands, cover your cough with the bend of elbow or tissue and maintain a distance of at least 1 meter (3 feet) from people who are coughing or sneezing. See [basic protective measures against the new coronavirus](https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/when-and-how-to-use-masks) for more information.","['covid19', 'mask', 'protect', 'medical', 'elbow', 'tissue']","Only wear a mask if you are ill with COVID-19 symptoms  especially coughing  or looking after someone who may have COVID-19. Disposable face mask can only be used once. If you are not ill or looking after someone who is ill then you are wasting a mask. There is a world-wide shortage of masks, so WHO urges people to use masks wisely. WHO advises rational use of medical masks to avoid unnecessary wastage of precious resources and mis-use of masks  see  Advice on the use of masks  https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/when-and-how-to-use-masks  . The most effective ways to protect yourself and others against COVID-19 are to frequently clean your hands, cover your cough with the bend of elbow or tissue and maintain a distance of at least 1 meter  3 feet  from people who are coughing or sneezing. See  basic protective measures against the new coronavirus  https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/when-and-how-to-use-masks  for more information.","<p>Only wear a mask if you are ill with COVID-19 symptoms (especially coughing) or looking after someone who may have COVID-19. Disposable face mask can only be used once. If you are not ill or looking after someone who is ill then you are wasting a mask. There is a world-wide shortage of masks, so WHO urges people to use masks wisely.<br>WHO advises rational use of medical masks to avoid unnecessary wastage of precious resources and mis-use of masks (see <a href=""https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/when-and-how-to-use-masks"">Advice on the use of masks</a>).<br>The most effective ways to protect yourself and others against COVID-19 are to frequently clean your hands, cover your cough with the bend of elbow or tissue and maintain a distance of at least 1 meter (3 feet) from people who are coughing or sneezing. See <a href=""https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/when-and-how-to-use-masks"">basic protective measures against the new coronavirus</a> for more information.</p>",UN,United Nations,https://www.un.org/en/coronavirus/covid-19-faqs,https://www.un.org/sites/un2.un.org/themes/bootstrap_un2/favicon.ico
UN_q_17,17,Until when should I wear a mask after recovering from an illness with respiratory symptoms?,"In order to avoid infecting others, you should use a mask for as long as you are still coughing or sneezing. You should only stop after a complete recovery (which means 24-48 hours after having no symptoms without medication).","['covid19', 'mask', 'recovery']","In order to avoid infecting others, you should use a mask for as long as you are still coughing or sneezing. You should only stop after a complete recovery  which means 24-48 hours after having no symptoms without medication .","<p>In order to avoid infecting others, you should use a mask for as long as you are still coughing or sneezing. You should only stop after a complete recovery (which means 24-48 hours after having no symptoms without medication).</p>",UN,United Nations,https://www.un.org/en/coronavirus/covid-19-faqs,https://www.un.org/sites/un2.un.org/themes/bootstrap_un2/favicon.ico
UN_q_18,18,I am looking after someone who is ill with suspect or confirmed COVID-19. What precautions should I take?,"<*> You should limit the movement around the house of the individual who is ill and minimize shared space.<*> Ensure shared spaces like bathrooms, and the kitchen are well ventilated. One way to do this is by keeping the windows open. Clean and disinfect the bathroom and toilet surface at least once a day using regular household soap or detergent for cleaning and then disinfecting with a regular household disinfectant containing 0.5% sodium hypochlorite.<*>Do not forget the importance of hand hygiene with alcohol-based hand-rub or soap and water (if hands are visibly soiled).<*>Whenever possible, household members should stay in a different room or maintain a distance of at least 1 meter from the ill person.<*> When helping care for the sick individual, wear a tightly fitted medical/surgical mask that covers your nose and mouth when in the same room as the affected individual. Make sure you are careful not to touch your mask. If your mask gets wet or dirty, it should be replaced. When removing a mask, it is important to throw it away and perform hand hygiene. Dispose of any material with respiratory secretions immediately after use.<*> Both the ill individual and you, as the caregiver, should perform hand hygiene after contact with respiratory secretions.","['covid19', 'precaution', 'someone', 'suspect']","  You should limit the movement around the house of the individual who is ill and minimize shared space.  Ensure shared spaces like bathrooms, and the kitchen are well ventilated. One way to do this is by keeping the windows open. Clean and disinfect the bathroom and toilet surface at least once a day using regular household soap or detergent for cleaning and then disinfecting with a regular household disinfectant containing 0.5% sodium hypochlorite. Do not forget the importance of hand hygiene with alcohol-based hand-rub or soap and water  if hands are visibly soiled . Whenever possible, household members should stay in a different room or maintain a distance of at least 1 meter from the ill person.  When helping care for the sick individual, wear a tightly fitted medical/surgical mask that covers your nose and mouth when in the same room as the affected individual. Make sure you are careful not to touch your mask. If your mask gets wet or dirty, it should be replaced. When removing a mask, it is important to throw it away and perform hand hygiene. Dispose of any material with respiratory secretions immediately after use.  Both the ill individual and you, as the caregiver, should perform hand hygiene after contact with respiratory secretions.","<p><br> *  You should limit the movement around the house of the individual who is ill and minimize shared space.<br> *  Ensure shared spaces like bathrooms, and the kitchen are well ventilated. One way to do this is by keeping the windows open. Clean and disinfect the bathroom and toilet surface at least once a day using regular household soap or detergent for cleaning and then disinfecting with a regular household disinfectant containing 0.5% sodium hypochlorite.<br> * Do not forget the importance of hand hygiene with alcohol-based hand-rub or soap and water (if hands are visibly soiled).<br> * Whenever possible, household members should stay in a different room or maintain a distance of at least 1 meter from the ill person.<br> *  When helping care for the sick individual, wear a tightly fitted medical/surgical mask that covers your nose and mouth when in the same room as the affected individual. Make sure you are careful not to touch your mask. If your mask gets wet or dirty, it should be replaced. When removing a mask, it is important to throw it away and perform hand hygiene. Dispose of any material with respiratory secretions immediately after use.<br> *  Both the ill individual and you, as the caregiver, should perform hand hygiene after contact with respiratory secretions.</p>",UN,United Nations,https://www.un.org/en/coronavirus/covid-19-faqs,https://www.un.org/sites/un2.un.org/themes/bootstrap_un2/favicon.ico
UN_q_19,19,How long is the incubation and transmission period for COVID-19?,"The “incubation period” means the time between catching the virus and beginning to have symptoms of the disease. Most estimates of the incubation period for COVID-19 range from 1-14 days, most commonly around five days.","['covid19', 'incubation', 'transmission', 'catching']","The “incubation period” means the time between catching the virus and beginning to have symptoms of the disease. Most estimates of the incubation period for COVID-19 range from 1-14 days, most commonly around five days.","<p>The “incubation period” means the time between catching the virus and beginning to have symptoms of the disease. Most estimates of the incubation period for COVID-19 range from 1-14 days, most commonly around five days.</p>",UN,United Nations,https://www.un.org/en/coronavirus/covid-19-faqs,https://www.un.org/sites/un2.un.org/themes/bootstrap_un2/favicon.ico
UN_q_20,20,Can humans become infected with the COVID-19 from an animal source?,"Possible animal sources of COVID-19 have not yet been confirmed. To protect yourself, such as when visiting live animal markets, avoid direct contact with animals and surfaces in contact with animals. Ensure good food safety practices at all times. Handle raw meat, milk or animal organs with care to avoid contamination of uncooked foods and avoid consuming raw or undercooked animal products.","['covid19', 'animal', 'food']","Possible animal sources of COVID-19 have not yet been confirmed. To protect yourself, such as when visiting live animal markets, avoid direct contact with animals and surfaces in contact with animals. Ensure good food safety practices at all times. Handle raw meat, milk or animal organs with care to avoid contamination of uncooked foods and avoid consuming raw or undercooked animal products.","<p>Possible animal sources of COVID-19 have not yet been confirmed. To protect yourself, such as when visiting live animal markets, avoid direct contact with animals and surfaces in contact with animals. Ensure good food safety practices at all times. Handle raw meat, milk or animal organs with care to avoid contamination of uncooked foods and avoid consuming raw or undercooked animal products.</p>",UN,United Nations,https://www.un.org/en/coronavirus/covid-19-faqs,https://www.un.org/sites/un2.un.org/themes/bootstrap_un2/favicon.ico
UN_q_21,21,How long does the virus survive on surfaces?,"It is not certain how long the virus that causes COVID-19 survives on surfaces, but it seems to behave like other coronaviruses. Studies suggest that coronaviruses (including preliminary information on the COVID-19 virus) may persist on surfaces for a few hours or up to several days. This may vary under different conditions (e.g. type of surface, temperature or humidity of the environment).<br>If you think a surface may be infected, clean it with simple disinfectant to kill the virus and protect yourself and others. Clean your hands with an alcohol-based hand rub or wash them with soap and water. Avoid touching your eyes, mouth, or nose.","['covid19', 'survive', 'surface']","It is not certain how long the virus that causes COVID-19 survives on surfaces, but it seems to behave like other coronaviruses. Studies suggest that coronaviruses  including preliminary information on the COVID-19 virus  may persist on surfaces for a few hours or up to several days. This may vary under different conditions  e.g. type of surface, temperature or humidity of the environment . If you think a surface may be infected, clean it with simple disinfectant to kill the virus and protect yourself and others. Clean your hands with an alcohol-based hand rub or wash them with soap and water. Avoid touching your eyes, mouth, or nose.","<p>It is not certain how long the virus that causes COVID-19 survives on surfaces, but it seems to behave like other coronaviruses. Studies suggest that coronaviruses (including preliminary information on the COVID-19 virus) may persist on surfaces for a few hours or up to several days. This may vary under different conditions (e.g. type of surface, temperature or humidity of the environment).<br>If you think a surface may be infected, clean it with simple disinfectant to kill the virus and protect yourself and others. Clean your hands with an alcohol-based hand rub or wash them with soap and water. Avoid touching your eyes, mouth, or nose.</p>",UN,United Nations,https://www.un.org/en/coronavirus/covid-19-faqs,https://www.un.org/sites/un2.un.org/themes/bootstrap_un2/favicon.ico
UN_q_22,22,How can I get tested for COVID-19?,"If you are well, no testing is recommended. If you are experiencing symptoms of COVID-19, you should immediately isolate yourself from others. Call your local UN clinic/medical facility to inform them of your condition and relevant travel/exposure history. If you had been identified as a close contact of a case by the local Ministry of Health or WHO, please also indicate this. From here you will be advised if a medical assessment is necessary and how to get tested.","['covid19', 'test', 'local']","If you are well, no testing is recommended. If you are experiencing symptoms of COVID-19, you should immediately isolate yourself from others. Call your local UN clinic/medical facility to inform them of your condition and relevant travel/exposure history. If you had been identified as a close contact of a case by the local Ministry of Health or WHO, please also indicate this. From here you will be advised if a medical assessment is necessary and how to get tested.","<p>If you are well, no testing is recommended. If you are experiencing symptoms of COVID-19, you should immediately isolate yourself from others. Call your local UN clinic/medical facility to inform them of your condition and relevant travel/exposure history. If you had been identified as a close contact of a case by the local Ministry of Health or WHO, please also indicate this. From here you will be advised if a medical assessment is necessary and how to get tested.</p>",UN,United Nations,https://www.un.org/en/coronavirus/covid-19-faqs,https://www.un.org/sites/un2.un.org/themes/bootstrap_un2/favicon.ico
UN_q_23,23,What alternatives do I have if there are no hand sanitizers available? Can I use other alcohol like ethyl or liquor?,"If hand sanitizers are not available, hand washing with soap and water is the recommended, and even better, alternative. Liquor is not effective against coronavirus. For an alcohol-based hand rub to be effective, it must have an alcohol content of 60% to 95%.","['covid19', 'hand', 'sanitizers', 'alcohol', 'shop', 'ethyl']","If hand sanitizers are not available, hand washing with soap and water is the recommended, and even better, alternative. Liquor is not effective against coronavirus. For an alcohol-based hand rub to be effective, it must have an alcohol content of 60% to 95%.","<p>If hand sanitizers are not available, hand washing with soap and water is the recommended, and even better, alternative. Liquor is not effective against coronavirus. For an alcohol-based hand rub to be effective, it must have an alcohol content of 60% to 95%.</p>",UN,United Nations,https://www.un.org/en/coronavirus/covid-19-faqs,https://www.un.org/sites/un2.un.org/themes/bootstrap_un2/favicon.ico
UN_q_24,24,Can people who recover from COVID-19 be infected again?,"We know that for similar coronaviruses, infected people are unlikely to be re-infected shortly after they recover. However, because the immune response to COVID-19 is not yet understood, it is not yet known whether similar immune protection will be observed for patients who have recovered from COVID-19.","['covid19', 'infected', 'again', 'recover']","We know that for similar coronaviruses, infected people are unlikely to be re-infected shortly after they recover. However, because the immune response to COVID-19 is not yet understood, it is not yet known whether similar immune protection will be observed for patients who have recovered from COVID-19.","<p>We know that for similar coronaviruses, infected people are unlikely to be re-infected shortly after they recover. However, because the immune response to COVID-19 is not yet understood, it is not yet known whether similar immune protection will be observed for patients who have recovered from COVID-19.</p>",UN,United Nations,https://www.un.org/en/coronavirus/covid-19-faqs,https://www.un.org/sites/un2.un.org/themes/bootstrap_un2/favicon.ico
UN_q_25,25,Is it safe to receive a package from an area where COVID-19 has been reported?,"Yes. The likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes COVID-19 from a package that has been moved, travelled, and exposed to different conditions and temperature is also low.","['covid19', 'package', 'receive']","Yes. The likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes COVID-19 from a package that has been moved, travelled, and exposed to different conditions and temperature is also low.","<p>Yes. The likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes COVID-19 from a package that has been moved, travelled, and exposed to different conditions and temperature is also low.</p>",UN,United Nations,https://www.un.org/en/coronavirus/covid-19-faqs,https://www.un.org/sites/un2.un.org/themes/bootstrap_un2/favicon.ico
UN_q_26,26,Is there a connection between COVID -19 and environment temperature?,"It is not known yet if weather and temperature changes impact or has any connection with COVID-19. At this time, it is not clear or known if the spread of COVID-19 will decrease when the weather becomes warmer.","['covid19', 'environment', 'temperature', 'weather']","It is not known yet if weather and temperature changes impact or has any connection with COVID-19. At this time, it is not clear or known if the spread of COVID-19 will decrease when the weather becomes warmer.","<p>It is not known yet if weather and temperature changes impact or has any connection with COVID-19. At this time, it is not clear or known if the spread of COVID-19 will decrease when the weather becomes warmer.</p>",UN,United Nations,https://www.un.org/en/coronavirus/covid-19-faqs,https://www.un.org/sites/un2.un.org/themes/bootstrap_un2/favicon.ico
UN_q_27,27,"Can I catch the virus from being in an enclosed space (i.e. bus, subway) in close proximity to someone who doesn’t have respiratory symptoms?","Since the virus is transmitted through respiratory droplets, the risk of catching it from somebody who is asymptomatic, even a contact of a confirmed COVID-19 case, is low. However, in light of the pandemic, everyone should maintain social distancing, which means keeping at least 1 meter away from others, avoiding mass gatherings and areas with large numbers of people, and practicing frequent hand washing and hand sanitizing according to the recommendation.","['covid19', 'catch', 'wash', 'bus', 'subway', 'proximity']","Since the virus is transmitted through respiratory droplets, the risk of catching it from somebody who is asymptomatic, even a contact of a confirmed COVID-19 case, is low. However, in light of the pandemic, everyone should maintain social distancing, which means keeping at least 1 meter away from others, avoiding mass gatherings and areas with large numbers of people, and practicing frequent hand washing and hand sanitizing according to the recommendation.","<p>Since the virus is transmitted through respiratory droplets, the risk of catching it from somebody who is asymptomatic, even a contact of a confirmed COVID-19 case, is low. However, in light of the pandemic, everyone should maintain social distancing, which means keeping at least 1 meter away from others, avoiding mass gatherings and areas with large numbers of people, and practicing frequent hand washing and hand sanitizing according to the recommendation.</p>",UN,United Nations,https://www.un.org/en/coronavirus/covid-19-faqs,https://www.un.org/sites/un2.un.org/themes/bootstrap_un2/favicon.ico
UN_q_28,28,Should I start avoiding people of Asian descent and their businesses?,"The virus can affect anyone regardless of nationality, race and color. The Organization will not tolerate discrimination and encourages everyone to promote culturally appropriate and empathetic community engagement and to detect and rapidly respond to negative public perceptions and counter misinformation.","['covid19', 'race', 'color', 'asian', 'discrimination']","The virus can affect anyone regardless of nationality, race and color. The Organization will not tolerate discrimination and encourages everyone to promote culturally appropriate and empathetic community engagement and to detect and rapidly respond to negative public perceptions and counter misinformation.","<p>The virus can affect anyone regardless of nationality, race and color. The Organization will not tolerate discrimination and encourages everyone to promote culturally appropriate and empathetic community engagement and to detect and rapidly respond to negative public perceptions and counter misinformation.</p>",UN,United Nations,https://www.un.org/en/coronavirus/covid-19-faqs,https://www.un.org/sites/un2.un.org/themes/bootstrap_un2/favicon.ico
UN_q_29,29,When should we identify ourselves as 'being sick' and stay at home?,"Although a fever is a sure sign that you are sick enough not to come to work, anyone experiencing respiratory symptoms like coughing and sneezing should stay at home.","['covid19', 'sick', 'home']","Although a fever is a sure sign that you are sick enough not to come to work, anyone experiencing respiratory symptoms like coughing and sneezing should stay at home.","<p>Although a fever is a sure sign that you are sick enough not to come to work, anyone experiencing respiratory symptoms like coughing and sneezing should stay at home.</p>",UN,United Nations,https://www.un.org/en/coronavirus/covid-19-faqs,https://www.un.org/sites/un2.un.org/themes/bootstrap_un2/favicon.ico
who_q_1,1,What is a coronavirus?,"Coronaviruses are a large family of viruses which may cause illness in animals or humans.  In humans, several coronaviruses are known to cause respiratory infections ranging from the common cold to more severe diseases such as Middle East Respiratory Syndrome (MERS) and Severe Acute Respiratory Syndrome (SARS). The most recently discovered coronavirus causes coronavirus disease COVID-19.","['covid19', 'coronavirus', 'define']","Coronaviruses are a large family of viruses which may cause illness in animals or humans.  In humans, several coronaviruses are known to cause respiratory infections ranging from the common cold to more severe diseases such as Middle East Respiratory Syndrome  MERS  and Severe Acute Respiratory Syndrome  SARS . The most recently discovered coronavirus causes coronavirus disease COVID-19.","<p>Coronaviruses are a large family of viruses which may cause illness in animals or humans.  In humans, several coronaviruses are known to cause respiratory infections ranging from the common cold to more severe diseases such as Middle East Respiratory Syndrome (MERS) and Severe Acute Respiratory Syndrome (SARS). The most recently discovered coronavirus causes coronavirus disease COVID-19.</p>",who,World Health Organization,https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,https://www.who.int/favicon.ico
who_q_2,2,What is COVID-19?,"COVID-19 is the infectious disease caused by the most recently discovered coronavirus. This new virus and disease were unknown before the outbreak began in Wuhan, China, in December 2019.","['covid19', 'define']","COVID-19 is the infectious disease caused by the most recently discovered coronavirus. This new virus and disease were unknown before the outbreak began in Wuhan, China, in December 2019.","<p>COVID-19 is the infectious disease caused by the most recently discovered coronavirus. This new virus and disease were unknown before the outbreak began in Wuhan, China, in December 2019.</p>",who,World Health Organization,https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,https://www.who.int/favicon.ico
who_q_3,3,What are the symptoms of COVID-19?,"The most common symptoms of COVID-19 are fever, tiredness, and dry cough. Some patients may have aches and pains, nasal congestion, runny nose, sore throat or diarrhea. These symptoms are usually mild and begin gradually. Some people become infected but don’t develop any symptoms and don't feel unwell. Most people (about 80%) recover from the disease without needing special treatment. Around 1 out of every 6 people who gets COVID-19 becomes seriously ill and develops difficulty breathing. Older people, and those with underlying medical problems like high blood pressure, heart problems or diabetes, are more likely to develop serious illness. People with fever, cough and difficulty breathing should seek medical attention.","['covid19', 'symptoms', 'illness']","The most common symptoms of COVID-19 are fever, tiredness, and dry cough. Some patients may have aches and pains, nasal congestion, runny nose, sore throat or diarrhea. These symptoms are usually mild and begin gradually. Some people become infected but don’t develop any symptoms and don't feel unwell. Most people  about 80%  recover from the disease without needing special treatment. Around 1 out of every 6 people who gets COVID-19 becomes seriously ill and develops difficulty breathing. Older people, and those with underlying medical problems like high blood pressure, heart problems or diabetes, are more likely to develop serious illness. People with fever, cough and difficulty breathing should seek medical attention.","<p>The most common symptoms of COVID-19 are fever, tiredness, and dry cough. Some patients may have aches and pains, nasal congestion, runny nose, sore throat or diarrhea. These symptoms are usually mild and begin gradually. Some people become infected but don’t develop any symptoms and don't feel unwell. Most people (about 80%) recover from the disease without needing special treatment. Around 1 out of every 6 people who gets COVID-19 becomes seriously ill and develops difficulty breathing. Older people, and those with underlying medical problems like high blood pressure, heart problems or diabetes, are more likely to develop serious illness. People with fever, cough and difficulty breathing should seek medical attention.</p>",who,World Health Organization,https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,https://www.who.int/favicon.ico
who_q_4,4,How does COVID-19 spread?,"People can catch COVID-19 from others who have the virus. The disease can spread from person to person through small droplets from the nose or mouth which are spread when a person with COVID-19 coughs or exhales. These droplets land on objects and surfaces around the person. Other people then catch COVID-19 by touching these objects or surfaces, then touching their eyes, nose or mouth. People can also catch COVID-19 if they breathe in droplets from a person with COVID-19 who coughs out or exhales droplets. This is why it is important to stay more than 1 meter (3 feet) away from a person who is sick.<br>WHO is assessing ongoing research on the ways COVID-19 is spread and will continue to share updated findings.","['covid19', 'spread', 'catch', 'droplets']","People can catch COVID-19 from others who have the virus. The disease can spread from person to person through small droplets from the nose or mouth which are spread when a person with COVID-19 coughs or exhales. These droplets land on objects and surfaces around the person. Other people then catch COVID-19 by touching these objects or surfaces, then touching their eyes, nose or mouth. People can also catch COVID-19 if they breathe in droplets from a person with COVID-19 who coughs out or exhales droplets. This is why it is important to stay more than 1 meter  3 feet  away from a person who is sick. WHO is assessing ongoing research on the ways COVID-19 is spread and will continue to share updated findings.","<p>People can catch COVID-19 from others who have the virus. The disease can spread from person to person through small droplets from the nose or mouth which are spread when a person with COVID-19 coughs or exhales. These droplets land on objects and surfaces around the person. Other people then catch COVID-19 by touching these objects or surfaces, then touching their eyes, nose or mouth. People can also catch COVID-19 if they breathe in droplets from a person with COVID-19 who coughs out or exhales droplets. This is why it is important to stay more than 1 meter (3 feet) away from a person who is sick.<br>WHO is assessing ongoing research on the ways COVID-19 is spread and will continue to share updated findings.</p>",who,World Health Organization,https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,https://www.who.int/favicon.ico
who_q_5,5,Can the virus that causes COVID-19 be transmitted through the air?,Studies to date suggest that the virus that causes COVID-19 is mainly transmitted through contact with respiratory droplets rather than through the air.  See previous answer on “How does COVID-19 spread?”,"['covid19', 'transmit', 'contact', 'air']",Studies to date suggest that the virus that causes COVID-19 is mainly transmitted through contact with respiratory droplets rather than through the air.  See previous answer on “How does COVID-19 spread?”,<p>Studies to date suggest that the virus that causes COVID-19 is mainly transmitted through contact with respiratory droplets rather than through the air.  See previous answer on “How does COVID-19 spread?”</p>,who,World Health Organization,https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,https://www.who.int/favicon.ico
